"pidlink","w5_rt","w4_rt","w5_tp","w4_tp","w5_age","more_rt","less_rt","less_tp","more_tp","emp","unemp","ret","sing","marr","sep","gender","edu"
292154201,4,5,5,5,38,1,0,0,0,0,0,0,0,1,0,0,12
292154301,5,2,5,5,30,0,1,0,0,0,0,0,0,1,0,0,12
292170003,1,4,2,5,32,1,0,1,0,1,0,0,0,1,0,1,6
292174101,5,1,5,4,33,0,1,0,1,0,0,0,0,1,0,0,6
292180001,1,1,2,4,74,0,0,1,0,0,0,0,0,1,0,0,6
292190002,1,4,5,4,35,1,0,0,1,0,0,0,0,1,0,1,6
292190003,5,4,3,5,28,0,1,1,0,1,0,0,0,0,0,1,16
292193101,5,2,2,4,39,0,1,1,0,0,0,0,0,1,0,0,12
292200001,5,5,5,5,63,0,0,0,0,0,0,0,0,1,0,0,6
292210003,4,1,3,5,39,0,1,1,0,0,0,0,0,1,0,1,9
292214101,4,5,5,4,43,1,0,0,1,0,0,0,0,1,0,0,12
292214201,1,1,5,5,32,0,0,0,0,0,0,0,0,1,0,0,12
292220001,2,2,3,5,70,0,0,1,0,0,0,0,0,1,0,0,6
292220004,5,1,5,5,31,0,1,0,0,0,0,0,0,1,0,1,9
292220005,5,5,4,5,24,0,0,1,0,0,0,0,0,0,0,1,6
292224101,5,1,5,5,34,0,1,0,0,0,0,0,0,1,0,0,9
292230001,5,1,4,4,49,0,1,0,0,0,0,0,0,1,0,0,12
292230002,2,4,4,5,46,1,0,1,0,0,0,0,0,1,0,1,9
292230003,5,5,5,4,23,0,0,0,1,1,0,0,0,0,0,1,15
292240003,5,4,5,5,39,0,1,0,0,0,0,0,0,1,0,1,6
292240004,1,1,5,4,33,0,0,0,1,0,0,0,0,1,0,0,12
292240006,5,1,5,5,29,0,1,0,0,1,0,0,0,0,0,0,16
292240007,1,5,5,5,25,1,0,0,0,0,0,0,0,0,0,1,6
292240008,5,2,5,4,22,0,1,0,1,1,0,0,0,0,0,1,12
292260001,5,1,1,5,53,0,1,1,0,0,0,0,0,1,0,0,6
292260002,5,5,2,5,51,0,0,1,0,0,0,0,0,1,0,1,6
292260003,4,4,4,5,29,0,0,1,0,0,0,0,0,0,0,1,9
292260004,5,1,1,5,26,0,1,1,0,0,0,0,0,0,0,1,9
292270002,4,5,4,5,45,1,0,1,0,0,0,0,0,1,0,0,6
292270003,5,1,5,5,36,0,1,0,0,0,0,0,0,1,0,1,6
292290001,3,1,1,4,55,0,1,1,0,0,0,0,0,1,0,0,6
292290002,5,1,5,5,50,0,1,0,0,0,0,0,0,1,0,1,6
292290003,4,1,5,4,35,0,1,0,1,0,0,0,0,1,0,1,9
292290004,5,1,5,4,33,0,1,0,1,0,0,0,0,1,0,0,6
292290005,5,4,5,4,29,0,1,0,1,0,0,0,0,0,0,0,12
292290006,5,2,5,5,22,0,1,0,0,0,0,0,0,0,0,0,12
292294101,5,1,5,3,36,0,1,0,1,0,0,0,0,1,0,0,12
292294202,5,1,5,5,33,0,1,0,0,0,0,0,0,1,0,1,6
292300001,3,1,4,5,43,0,1,1,0,0,0,0,0,1,0,0,9
292300002,5,1,1,5,44,0,1,1,0,0,0,0,0,1,0,1,9
292410004,4,5,5,5,25,1,0,0,0,1,0,0,0,0,0,0,16
292420001,2,5,5,5,51,1,0,0,0,0,0,0,0,1,0,0,6
292420002,5,1,5,5,51,0,1,0,0,0,0,0,0,1,0,1,6
292420003,5,4,5,5,32,0,1,0,0,0,0,0,0,1,0,0,16
292420004,2,5,3,5,32,1,0,1,0,0,0,0,0,1,0,1,9
292420005,4,1,5,5,28,0,1,0,0,0,0,0,0,1,0,1,6
292420006,5,1,2,5,27,0,1,1,0,1,0,0,0,0,0,1,12
292424301,1,1,5,4,37,0,0,0,1,0,0,0,0,1,0,0,12
292430002,3,5,1,5,29,1,0,1,0,0,0,0,0,1,0,1,6
292430006,5,5,2,5,27,0,0,1,0,1,0,0,0,1,0,1,12
292430008,1,5,5,5,28,1,0,0,0,0,0,0,0,1,0,0,12
292434101,5,5,5,5,30,0,0,0,0,0,0,0,0,1,0,0,9
293020003,5,5,5,5,31,0,0,0,0,0,0,0,0,0,0,0,6
293023101,5,1,5,5,38,0,1,0,0,0,0,0,0,1,0,0,12
293030002,5,5,5,5,52,0,0,0,0,0,0,0,0,1,0,1,6
293060002,2,4,5,5,56,1,0,0,0,0,0,0,0,0,0,1,6
293064101,5,5,5,2,35,0,0,0,1,0,0,0,0,1,0,0,9
293070002,5,5,5,5,53,0,0,0,0,0,0,0,0,0,0,1,6
293070003,4,5,5,5,34,1,0,0,0,0,0,0,0,1,0,1,12
293070004,2,4,5,4,34,1,0,0,1,0,0,0,0,0,0,0,12
293070005,4,5,4,2,30,1,0,0,1,1,0,0,0,0,0,0,12
293070007,5,1,5,5,46,0,1,0,0,0,0,0,0,1,0,0,9
293070008,4,5,2,4,38,1,0,1,0,0,0,0,0,1,0,1,9
293070010,4,5,4,5,34,1,0,1,0,0,0,0,0,1,0,1,12
293071205,1,5,5,5,31,1,0,0,0,1,0,0,0,1,0,1,12
293073104,5,4,5,5,47,0,1,0,0,1,0,0,0,1,0,0,9
293073201,5,4,5,4,45,0,1,0,1,0,0,0,0,1,0,0,12
293080001,1,1,2,5,51,0,0,1,0,0,0,0,0,1,0,0,12
293080003,1,1,5,2,26,0,0,0,1,1,0,0,0,0,0,0,16
293090004,5,5,4,5,22,0,0,1,0,1,0,0,0,0,0,0,9
293100001,5,5,3,4,62,0,0,1,0,0,0,0,0,1,0,0,6
293100002,1,1,3,2,57,0,0,0,1,0,0,0,0,1,0,1,6
293100005,4,5,2,4,24,1,0,1,0,0,0,0,0,0,0,0,12
293110006,4,3,5,5,58,0,1,0,0,0,0,0,0,1,0,0,6
293110007,5,5,5,5,47,0,0,0,0,0,0,0,0,1,0,1,6
293113101,5,5,5,5,53,0,0,0,0,0,1,0,0,1,0,0,6
293120001,5,5,5,5,54,0,0,0,0,0,0,0,0,1,0,0,6
293120002,3,5,5,5,46,1,0,0,0,0,0,0,0,1,0,1,6
293120003,5,5,5,5,30,0,0,0,0,0,0,0,0,0,0,0,9
293120004,4,5,5,5,25,1,0,0,0,0,0,0,0,0,0,0,9
293130001,5,4,5,5,58,0,1,0,0,0,0,0,0,0,1,1,6
293130002,3,1,3,3,32,0,1,0,0,0,0,0,0,0,0,0,9
293130003,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,9
293140001,2,1,5,3,43,0,1,0,1,0,0,0,0,1,0,0,6
293140002,5,1,3,5,40,0,1,1,0,0,0,0,0,1,0,1,9
293140003,5,5,5,5,24,0,0,0,0,0,0,0,0,1,0,1,6
293144101,5,5,5,5,31,0,0,0,0,0,0,0,0,1,0,0,6
293150001,5,5,5,5,74,0,0,0,0,0,0,0,0,1,0,0,6
293150004,5,5,4,5,35,0,0,1,0,0,0,0,0,1,0,1,12
293160001,28582,5,5,5,52,0,1,0,0,0,0,0,0,0,0,1,6
293160003,3,4,4,5,33,1,0,1,0,1,0,0,0,1,0,1,9
293160004,1,2,2,2,44,1,0,0,0,0,0,0,0,1,0,0,9
293170001,1,5,2,3,57,1,0,1,0,0,0,0,0,1,0,0,6
293170002,5,5,5,2,48,0,0,0,1,0,0,0,0,1,0,1,6
293170003,1,2,5,5,31,1,0,0,0,0,0,0,0,0,0,0,12
293170004,1,1,5,5,29,0,0,0,0,0,0,0,0,0,0,0,9
293170005,1,5,4,2,25,1,0,0,1,1,0,0,0,0,0,1,12
293180001,5,4,5,5,55,0,1,0,0,0,0,0,0,1,0,0,6
293180002,5,5,5,5,52,0,0,0,0,0,0,0,0,1,0,1,6
293180003,1,5,5,1,30,1,0,0,1,0,0,0,0,1,0,1,12
293180004,3,4,2,5,27,1,0,1,0,0,0,0,0,1,0,1,12
293183102,5,4,5,5,35,0,1,0,0,0,0,0,0,1,0,0,9
293200001,5,5,4,3,86,0,0,0,1,0,0,0,0,1,0,0,6
293200005,5,5,5,5,33,0,0,0,0,0,0,0,0,1,0,0,6
293204104,4,5,4,5,29,1,0,1,0,0,0,0,0,1,0,1,9
293210001,5,5,5,2,51,0,0,0,1,0,0,0,0,1,0,0,6
293210002,4,4,5,5,41,0,0,0,0,0,0,0,0,1,0,1,6
293210003,5,5,5,2,29,0,0,0,1,0,0,0,0,1,0,0,6
293220001,3,1,4,5,52,0,1,1,0,0,0,0,0,1,0,0,16
293220003,5,4,1,5,24,0,1,1,0,1,0,0,0,0,0,1,16
293240001,2,5,5,5,48,1,0,0,0,0,0,0,0,1,0,0,12
293240002,5,5,5,5,38,0,0,0,0,0,0,0,0,1,0,1,6
293260001,4,1,4,5,50,0,1,1,0,0,0,1,0,1,0,0,12
293260003,4,5,5,5,23,1,0,0,0,1,0,0,0,0,0,0,12
293280001,3,5,4,5,69,1,0,1,0,0,0,0,0,1,0,0,6
293280002,1,5,5,5,62,1,0,0,0,0,0,0,0,1,0,1,6
293280003,4,5,4,5,29,1,0,1,0,0,0,0,0,1,0,1,12
293284101,5,5,5,4,38,0,0,0,1,0,0,0,0,1,0,0,9
293290001,5,5,5,5,60,0,0,0,0,0,0,0,0,1,0,0,6
293290003,5,5,5,5,33,0,0,0,0,0,0,0,0,0,0,0,9
293290004,5,5,2,5,29,0,0,1,0,1,0,0,0,1,0,1,9
293290005,1,5,5,5,23,1,0,0,0,1,0,0,0,0,0,0,12
293290006,3,5,3,5,32,1,0,1,0,0,0,0,0,1,0,0,9
293294102,4,5,4,4,56,1,0,0,0,0,0,0,0,1,0,1,6
293300001,5,4,5,5,54,0,1,0,0,0,0,0,0,1,0,0,16
293304201,5,5,5,5,37,0,0,0,0,0,0,0,0,1,0,0,6
293304301,3,5,4,5,33,1,0,1,0,0,0,0,0,1,0,0,6
293410001,5,1,5,5,46,0,1,0,0,0,0,0,0,1,0,0,12
293410002,5,5,5,5,42,0,0,0,0,0,0,0,0,1,0,1,9
293410003,5,5,1,5,22,0,0,1,0,1,0,0,0,0,0,1,15
293420007,2,5,5,5,41,1,0,0,0,1,0,0,1,0,0,1,6
293424102,5,5,4,5,51,0,0,1,0,0,0,0,0,1,0,1,6
293430002,4,5,5,5,52,1,0,0,0,0,0,0,0,1,0,1,16
294010003,5,5,5,5,42,0,0,0,0,0,0,0,0,1,0,0,9
294010005,1,5,5,5,39,1,0,0,0,1,0,0,0,1,0,1,9
294020004,5,1,1,5,27,0,1,1,0,1,0,0,0,0,1,1,6
294020005,1,1,1,5,24,0,0,1,0,0,0,0,0,0,0,0,6
294020006,5,5,5,5,22,0,0,0,0,0,0,0,0,0,0,1,6
294024101,2,5,5,5,36,1,0,0,0,0,0,0,0,1,0,0,6
294024201,3,3,5,5,34,0,0,0,0,0,0,0,0,0,1,0,6
294030001,1,3,5,5,45,1,0,0,0,0,0,0,0,1,0,0,6
294050003,5,5,5,5,38,0,0,0,0,1,0,0,0,1,0,1,6
294050006,1,3,5,4,39,1,0,0,1,0,0,0,0,1,0,0,6
294060006,5,5,5,5,52,0,0,0,0,0,0,0,0,1,0,1,6
294060010,2,5,3,5,23,1,0,1,0,0,0,0,0,0,0,0,6
294070001,1,3,5,4,66,1,0,0,1,0,0,0,0,1,0,0,6
294070003,3,5,5,5,34,1,0,0,0,0,0,0,0,1,0,1,6
294070004,5,5,5,5,36,0,0,0,0,0,0,0,0,1,0,0,6
294070007,5,5,5,2,47,0,0,0,1,0,0,0,0,1,0,1,6
294080003,5,5,5,5,46,0,0,0,0,0,0,0,0,1,0,0,6
294081102,3,5,4,5,34,1,0,1,0,0,0,0,0,1,0,1,12
294090003,5,3,5,5,33,0,1,0,0,0,0,0,0,1,0,0,6
294090004,4,1,5,5,27,0,1,0,0,0,0,0,0,1,0,1,6
294090007,2,3,5,4,36,1,0,0,1,0,0,0,0,1,0,0,12
294100001,1,1,5,5,55,0,0,0,0,0,0,0,0,1,0,0,9
294100002,4,5,5,5,49,1,0,0,0,0,0,0,0,1,0,1,6
294100003,3,1,2,2,34,0,1,0,0,0,0,0,0,1,0,0,6
294100004,5,5,5,5,31,0,0,0,0,0,0,0,0,1,0,1,6
294100009,1,5,5,5,34,1,0,0,0,0,0,0,0,1,0,0,9
294150005,1,5,5,5,63,1,0,0,0,0,0,1,0,1,0,1,6
294150007,5,1,5,2,34,0,1,0,1,0,0,0,0,1,0,0,6
294150008,5,5,5,5,29,0,0,0,0,1,0,0,0,1,0,1,6
294150012,5,5,5,5,31,0,0,0,0,0,0,0,0,1,0,0,6
294153201,5,5,5,5,39,0,0,0,0,0,0,0,0,1,0,0,6
294154202,4,1,5,5,30,0,1,0,0,1,0,0,0,1,0,1,6
294160001,2,5,5,5,56,1,0,0,0,0,0,0,0,1,0,0,6
294160004,5,5,1,5,35,0,0,1,0,0,0,0,0,1,0,0,6
294160007,1,1,5,2,24,0,0,0,1,1,0,0,0,0,0,1,6
294170003,5,5,5,5,53,0,0,0,0,0,0,0,0,1,0,0,6
294170005,5,5,5,5,36,0,0,0,0,0,0,0,0,1,0,0,6
294170007,5,4,4,5,30,0,1,1,0,0,0,0,0,1,0,0,6
294170008,5,5,1,5,27,0,0,1,0,0,0,0,0,0,0,1,6
294172102,1,2,5,5,36,1,0,0,0,0,0,0,0,1,0,1,6
294174104,2,5,5,4,26,1,0,0,1,1,0,0,0,1,0,1,6
294190001,4,5,5,5,52,1,0,0,0,0,0,0,0,1,0,0,9
294190002,5,5,4,2,44,0,0,0,1,1,0,0,0,1,0,1,9
294190003,4,5,5,4,26,1,0,0,1,1,0,0,0,0,0,0,16
294190005,2,5,5,5,45,1,0,0,0,0,0,0,0,1,0,0,12
294200001,5,1,5,5,42,0,1,0,0,0,0,0,0,1,0,0,6
294200002,5,4,5,5,40,0,1,0,0,0,0,0,0,1,0,1,6
294200005,5,5,5,5,35,0,0,0,0,0,0,0,0,1,0,1,6
294200008,5,5,5,5,41,0,0,0,0,0,0,0,0,1,0,0,9
294410001,5,5,2,5,60,0,0,1,0,0,0,0,0,1,0,0,6
294410003,5,5,5,5,36,0,0,0,0,0,0,0,0,1,0,0,6
294410005,2,1,5,5,66,0,1,0,0,0,1,0,0,0,0,1,6
294413102,5,1,4,5,51,0,1,1,0,0,0,0,0,1,0,1,6
294414206,1,1,5,2,32,0,0,0,1,1,0,0,0,0,1,1,6
294420001,1,4,5,5,69,1,0,0,0,0,0,0,0,1,0,0,9
294420003,5,1,5,5,40,0,1,0,0,0,0,0,0,1,0,0,6
294420005,1,5,5,5,38,1,0,0,0,1,0,0,0,1,0,1,9
294420010,5,5,5,5,57,0,0,0,0,0,0,0,0,1,0,1,12
294420013,5,5,5,5,24,0,0,0,0,1,0,0,0,0,0,1,15
294423202,5,4,5,5,35,0,1,0,0,0,0,0,0,1,0,1,6
294423401,4,3,3,4,39,0,1,1,0,0,0,0,0,1,0,0,9
294430001,4,4,5,5,49,0,0,0,0,0,0,0,0,0,1,0,16
294440001,2,5,5,5,53,1,0,0,0,0,0,0,0,1,0,0,9
295010001,1,1,1,5,55,0,0,1,0,0,0,0,0,1,0,0,6
295010004,5,2,5,3,25,0,1,0,1,0,0,0,0,0,0,0,6
295020005,2,5,5,5,45,1,0,0,0,0,0,0,0,1,0,1,6
295030003,0,5,4,3,40,1,0,0,1,0,0,0,0,1,0,0,9
295030005,2,5,5,5,35,1,0,0,0,0,0,0,0,1,0,0,9
295030006,2,4,5,5,31,1,0,0,0,0,0,0,0,1,0,0,12
295030009,5,3,5,4,39,0,1,0,1,0,0,0,0,1,0,0,6
295060001,3,4,3,5,54,1,0,1,0,0,0,0,0,1,0,0,6
295060002,5,4,4,5,54,0,1,1,0,0,0,0,0,1,0,1,6
295060003,5,5,5,5,33,0,0,0,0,0,0,0,0,0,0,1,12
295064101,4,3,4,5,30,0,1,1,0,0,0,0,0,1,0,0,9
295070001,4,5,4,5,58,1,0,1,0,0,0,0,0,1,0,0,12
295100001,5,5,5,5,68,0,0,0,0,0,0,0,1,0,0,0,6
295100005,5,4,5,5,23,0,1,0,0,1,0,0,0,0,0,1,9
295102104,2,5,1,5,28,1,0,1,0,0,0,0,0,1,0,1,6
295110001,1,1,5,3,50,0,0,0,1,0,0,0,0,1,0,0,16
295110002,2,5,5,4,46,1,0,0,1,0,0,0,0,1,0,1,16
295110003,4,5,5,5,22,1,0,0,0,1,0,0,0,0,0,1,16
295120005,3,5,4,5,28,1,0,1,0,0,0,0,0,1,0,1,12
295120006,1,1,3,5,40,0,0,1,0,0,0,0,0,1,0,0,12
295130002,4,5,3,5,46,1,0,1,0,0,0,0,0,0,0,1,6
295140001,5,5,4,5,63,0,0,1,0,0,0,0,0,1,0,0,6
295140002,4,5,5,5,59,1,0,0,0,0,0,0,0,1,0,1,6
295140005,5,5,5,5,31,0,0,0,0,0,0,0,0,1,0,0,9
295140006,4,1,5,5,30,0,1,0,0,0,0,0,0,1,0,1,9
295143102,4,1,5,5,31,0,1,0,0,1,0,0,0,1,0,1,6
295143201,1,1,3,2,34,0,0,0,1,0,0,0,0,1,0,0,9
295160002,4,5,5,5,62,1,0,0,0,1,0,0,1,0,0,1,6
295160003,1,4,4,5,36,1,0,1,0,0,0,0,0,1,0,1,16
295163106,1,5,2,5,34,1,0,1,0,0,0,0,0,1,0,0,12
295170002,5,5,1,5,51,0,0,1,0,0,0,1,1,0,0,1,6
295170004,5,5,5,5,32,0,0,0,0,0,0,0,0,1,0,0,6
295180003,4,5,3,5,32,1,0,1,0,1,0,0,0,1,0,1,9
295184101,1,5,5,5,32,1,0,0,0,0,0,0,0,1,0,0,6
295200003,3,5,5,5,45,1,0,0,0,0,0,0,0,1,0,0,12
295200004,1,5,2,5,42,1,0,1,0,0,0,0,0,0,0,0,12
295200005,1,4,5,5,38,1,0,0,0,0,0,0,0,0,0,0,15
295200006,5,5,2,5,38,0,0,1,0,0,0,0,0,1,0,1,9
295210001,3,3,4,5,52,0,0,1,0,0,1,0,0,1,0,0,12
295210002,5,3,5,4,50,0,1,0,1,0,0,0,0,1,0,1,6
295220001,1,1,5,5,78,0,0,0,0,0,0,1,0,1,0,0,6
295220003,1,1,5,2,43,0,0,0,1,0,0,0,0,0,0,1,9
295260001,1,3,5,4,52,1,0,0,1,0,0,0,0,1,0,0,6
295260003,5,5,5,5,29,0,0,0,0,1,0,0,0,1,0,1,9
295270001,5,5,5,5,76,0,0,0,0,0,0,0,0,1,0,0,6
295270006,5,5,5,5,32,0,0,0,0,0,0,0,0,0,0,0,6
295280001,5,5,4,5,63,0,0,1,0,0,0,1,0,0,0,1,6
295280002,5,5,5,5,41,0,0,0,0,0,0,0,0,1,0,1,6
295280005,5,5,5,5,42,0,0,0,0,0,0,0,0,1,0,0,6
295290001,5,4,1,4,76,0,1,1,0,0,0,0,0,1,0,0,6
295290004,5,5,5,5,33,0,0,0,0,1,0,0,0,1,0,1,6
295290005,4,5,4,2,32,1,0,0,1,0,0,0,0,1,0,1,9
295294101,2,4,4,5,36,1,0,1,0,0,0,0,0,1,0,0,12
295300003,5,5,5,1,45,0,0,0,1,0,0,0,0,1,0,0,6
295300005,5,5,5,5,38,0,0,0,0,0,0,0,0,1,0,1,6
295300006,4,5,5,5,36,1,0,0,0,0,0,0,0,1,0,0,6
295304101,5,5,5,5,37,0,0,0,0,0,0,0,0,1,0,0,6
295410001,5,1,5,2,50,0,1,0,1,0,0,0,0,1,0,0,6
295410002,4,5,3,4,48,1,0,1,0,1,0,0,0,1,0,1,6
295410003,5,4,5,5,32,0,1,0,0,0,0,0,0,0,0,1,16
295420003,3,4,3,5,40,1,0,1,0,0,0,0,0,1,0,0,9
295420004,5,5,3,5,35,0,0,1,0,0,0,0,0,1,0,1,6
295420005,5,4,5,5,33,0,1,0,0,0,0,0,0,1,0,0,9
295423305,5,4,5,5,29,0,1,0,0,1,0,0,0,1,0,1,6
295430001,5,3,5,4,57,0,1,0,1,1,0,0,0,0,0,1,6
295440001,4,4,5,2,49,0,0,0,1,0,0,0,0,1,0,0,16
295440002,5,5,5,5,43,0,0,0,0,0,0,0,0,1,0,1,15
295450004,5,5,5,5,24,0,0,0,0,0,0,0,0,0,0,1,12
295460003,3,1,5,5,39,0,1,0,0,0,0,0,0,1,0,0,6
295460004,5,5,5,5,36,0,0,0,0,0,0,0,0,1,0,1,12
295460005,3,5,5,5,35,1,0,0,0,0,0,0,0,1,0,0,12
295460006,4,5,5,5,30,1,0,0,0,1,0,0,0,0,1,1,15
295464102,5,1,5,5,36,0,1,0,0,0,0,0,0,1,0,1,9
295470001,5,5,5,2,74,0,0,0,1,0,0,1,0,1,0,0,6
295470002,5,5,3,2,58,0,0,0,1,0,0,1,0,1,0,1,6
295470006,5,5,4,2,23,0,0,0,1,1,0,0,0,0,0,0,16
295470007,1,1,5,1,39,0,0,0,1,0,0,0,0,1,0,1,12
295470009,5,1,5,2,38,0,1,0,1,0,0,0,0,1,0,0,12
296010002,0,5,2,5,62,1,0,1,0,0,0,0,0,1,0,1,6
296010005,5,5,1,5,30,0,0,1,0,0,0,0,0,0,0,0,9
296014101,5,5,5,5,56,0,0,0,0,0,0,0,0,1,0,0,6
296030003,2,4,5,5,41,1,0,0,0,0,0,0,0,1,0,0,12
296030005,2,5,4,5,38,1,0,1,0,0,0,0,0,1,0,1,16
296030006,2,1,3,5,46,0,1,1,0,0,0,0,0,1,0,0,16
296030008,2,5,3,4,40,1,0,1,0,0,0,0,0,1,0,0,16
296030009,1,5,5,5,36,1,0,0,0,1,0,0,0,1,0,1,16
296040001,2,4,5,5,51,1,0,0,0,0,0,0,0,1,0,0,16
296040002,5,5,1,5,56,0,0,1,0,0,0,0,0,1,0,1,12
296040003,2,4,5,4,29,1,0,0,1,0,0,0,0,0,0,1,15
296040004,1,5,1,5,26,1,0,1,0,1,0,0,0,0,0,0,12
296050001,4,4,5,5,49,0,0,0,0,0,0,0,0,1,0,0,12
296050002,4,1,5,3,48,0,1,0,1,1,0,0,0,1,0,1,9
296050004,5,5,5,5,25,0,0,0,0,1,0,0,0,0,0,1,12
296050005,2,5,5,5,44,1,0,0,0,0,0,0,0,0,0,0,9
296060002,5,5,5,5,57,0,0,0,0,0,0,0,0,1,0,1,9
296060003,1,1,5,5,39,0,0,0,0,0,0,0,0,1,0,1,15
296060004,1,4,5,5,36,1,0,0,0,0,0,0,0,1,0,1,16
296060005,5,4,4,4,33,0,1,0,0,0,0,0,0,0,0,0,16
296060006,5,5,5,5,64,0,0,0,0,0,0,1,0,1,0,0,9
296060007,4,5,5,5,37,1,0,0,0,0,0,0,0,1,0,0,16
296064101,5,4,2,5,50,0,1,1,0,0,0,0,0,1,0,0,16
296070002,3,5,5,2,58,1,0,0,1,0,0,1,0,0,0,1,12
296070003,2,5,5,5,37,1,0,0,0,1,0,0,0,1,0,1,12
296070005,3,4,3,4,24,1,0,1,0,1,0,0,0,0,0,1,16
296070008,5,1,4,5,51,0,1,1,0,0,0,0,0,1,0,0,16
296090006,1,5,4,5,44,1,0,1,0,0,0,0,0,1,0,0,16
296100001,4,5,5,5,72,1,0,0,0,0,0,0,0,0,0,0,9
296100003,3,3,5,4,43,0,0,0,1,1,0,0,0,1,0,1,12
296100004,5,5,5,5,38,0,0,0,0,0,0,0,0,1,0,0,12
296100007,1,1,5,2,40,0,0,0,1,0,0,0,0,1,0,0,9
296100010,2,4,5,5,32,1,0,0,0,1,0,0,0,1,0,1,12
296130001,5,5,5,5,54,0,0,0,0,0,0,0,0,1,0,0,6
296130002,4,5,5,5,51,1,0,0,0,0,0,0,0,1,0,1,9
296130003,2,5,3,5,22,1,0,1,0,1,0,0,0,0,0,0,9
296150001,5,5,2,5,73,0,0,1,0,0,0,0,0,1,0,0,6
296150002,5,1,5,5,56,0,1,0,0,0,0,0,0,1,0,1,6
296150006,2,5,5,5,32,1,0,0,0,0,0,0,0,0,0,1,12
296160001,5,5,5,5,62,0,0,0,0,0,0,0,0,1,0,0,12
296160002,5,5,5,5,58,0,0,0,0,0,1,0,0,1,0,1,12
296170002,2,1,5,5,52,0,1,0,0,0,0,0,0,0,0,1,6
296170004,4,5,5,5,36,1,0,0,0,1,0,0,0,1,0,1,12
296170005,4,5,5,5,29,1,0,0,0,0,0,0,0,1,0,0,9
296170006,5,5,5,5,44,0,0,0,0,0,0,0,0,1,0,1,16
296180001,3,3,3,5,64,0,0,1,0,0,0,0,0,1,0,0,6
296180002,1,5,5,5,59,1,0,0,0,0,0,0,0,1,0,1,6
296180004,5,5,5,5,35,0,0,0,0,0,0,0,0,0,0,1,9
296190001,5,5,5,5,77,0,0,0,0,0,0,0,0,1,0,0,6
296190002,4,5,5,5,63,1,0,0,0,1,0,0,0,1,0,1,6
296190003,1,5,4,5,39,1,0,1,0,1,0,0,0,1,0,1,16
296190004,4,5,5,5,35,1,0,0,0,0,0,0,0,1,0,1,16
296190007,1,5,4,5,41,1,0,1,0,0,0,0,0,1,0,0,12
296194101,1,4,5,5,33,1,0,0,0,0,0,0,0,1,0,0,16
296200001,5,5,5,5,45,0,0,0,0,0,0,0,0,1,0,0,12
296200002,3,5,3,5,41,1,0,1,0,0,0,0,0,1,0,1,9
297010003,4,1,5,5,47,0,1,0,0,0,0,0,0,1,0,1,6
297010004,5,4,5,3,36,0,1,0,1,0,0,0,0,1,0,0,6
297010005,5,5,5,5,48,0,0,0,0,0,0,0,0,1,0,0,6
297010006,1,1,5,3,31,0,0,0,1,0,0,0,0,1,0,1,6
297010007,1,4,5,5,26,1,0,0,0,0,0,0,0,0,0,1,12
297020001,5,4,5,4,66,0,1,0,1,0,0,0,0,0,0,1,6
297020006,1,5,5,5,27,1,0,0,0,0,0,0,0,1,0,0,12
297030001,1,5,5,5,47,1,0,0,0,0,0,0,0,1,0,0,6
297030002,4,5,2,5,44,1,0,1,0,0,0,0,0,1,0,1,6
297030003,4,5,5,5,25,1,0,0,0,0,0,0,0,1,0,1,12
297034101,5,1,2,2,37,0,1,0,0,0,0,0,0,1,0,0,12
297040001,4,3,5,5,52,0,1,0,0,0,0,0,0,1,0,0,12
297040002,1,4,4,5,43,1,0,1,0,0,0,0,0,1,0,1,6
297040003,5,5,5,5,21,0,0,0,0,1,0,0,0,0,0,1,12
297100003,5,5,5,5,39,0,0,0,0,0,0,0,0,1,0,0,6
297100004,5,4,5,5,36,0,1,0,0,0,0,0,0,1,0,0,9
297100005,5,4,5,4,33,0,1,0,1,0,0,0,0,1,0,1,9
297100008,5,5,5,5,32,0,0,0,0,0,0,0,0,1,0,1,6
297100015,2,1,5,5,41,0,1,0,0,0,0,0,0,1,0,0,6
297103102,2,3,5,4,35,1,0,0,1,0,0,0,0,1,0,1,6
297120001,4,2,2,3,50,0,1,1,0,0,0,0,0,1,0,0,16
297120003,2,4,5,5,25,1,0,0,0,1,0,0,0,0,0,0,16
297130002,4,5,3,5,44,1,0,1,0,0,0,0,0,0,1,1,6
297140001,5,5,5,5,50,0,0,0,0,0,0,0,0,1,0,0,6
297140002,5,5,5,5,43,0,0,0,0,0,0,0,0,1,0,1,6
297150002,4,1,5,3,59,0,1,0,1,0,0,0,0,0,0,1,6
297150003,3,4,2,5,34,1,0,1,0,1,0,0,0,1,0,1,12
297160001,5,1,5,3,60,0,1,0,1,0,0,0,0,1,0,0,6
297160003,2,4,5,5,35,1,0,0,0,0,0,0,0,0,0,1,6
297164101,2,4,4,5,34,1,0,1,0,0,0,0,0,1,0,0,6
297170002,5,5,2,5,55,0,0,1,0,0,0,0,0,1,0,1,6
297180001,5,5,5,5,60,0,0,0,0,0,0,0,0,1,0,0,12
297180005,4,4,5,3,26,0,0,0,1,1,0,0,0,0,0,1,16
297190001,4,5,4,5,62,1,0,1,0,0,0,0,0,1,0,0,6
297190003,5,5,5,5,34,0,0,0,0,0,0,0,0,1,0,0,6
297200001,4,1,5,5,63,0,1,0,0,0,0,0,0,1,0,0,6
